"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"862","006405","삼성SDI우",441000,-2000,-0.45,NA,NA,NA,NA,1050,0.24
"863","006660","삼성공조",9230,20,0.22,593,15.56,26712,0.35,60,0.65
"864","028260","삼성물산",118500,-1500,-1.25,6366,18.61,125948,0.94,2000,1.69
"865","02826K","삼성물산우B",113500,-500,-0.44,NA,NA,NA,NA,2050,1.81
"866","207940","삼성바이오로직스",716000,3000,0.42,3067,233.45,65812,10.88,0,0
"867","032830","삼성생명",75200,-1000,-1.31,5443,13.82,178335,0.42,2650,3.52
"868","291230","삼성스팩2호",2180,0,0,NA,NA,NA,NA,0,0
"869","018260","삼성에스디에스",184500,-1000,-0.54,9521,19.38,84595,2.18,2400,1.3
"870","028050","삼성엔지니어링",13300,-200,-1.48,1493,8.91,6749,1.97,0,0
"871","009150","삼성전기",186500,1500,0.81,6806,27.4,68106,2.74,1100,0.59
"872","009155","삼성전기우",112500,500,0.45,NA,NA,NA,NA,1150,1.02
"873","005930","삼성전자",81000,-800,-0.98,3166,25.58,37528,2.16,1416,1.75
"874","005935","삼성전자우",72900,-400,-0.55,NA,NA,NA,NA,1417,1.94
"875","001360","삼성제약",6200,-110,-1.74,118,52.54,2421,2.56,0,0
"876","010140","삼성중공업",6840,380,5.88,NA,NA,8324,0.82,0,0
"877","010145","삼성중공우",388000,89500,29.98,NA,NA,NA,NA,0,0
"878","016360","삼성증권",38500,200,0.52,4388,8.77,55423,0.69,1700,4.42
"879","068290","삼성출판사",46400,-1350,-2.83,487,95.28,9069,5.12,100,0.22
"880","029780","삼성카드",33600,-400,-1.18,3225,10.42,59525,0.56,1600,4.76
"881","000810","삼성화재",184000,-1000,-0.54,15126,12.16,282791,0.65,8500,4.62
"882","000815","삼성화재우",142500,500,0.35,NA,NA,NA,NA,8505,5.97
"883","006110","삼아알미늄",9850,50,0.51,450,21.89,9893,1,110,1.12
"884","009300","삼아제약",14850,-50,-0.34,1671,8.89,26397,0.56,300,2.02
"885","145990","삼양사",57700,-1000,-1.7,3375,17.1,104070,0.55,1000,1.73
"886","145995","삼양사우",40300,-450,-1.1,NA,NA,NA,NA,1050,2.61
"887","003230","삼양식품",90600,-600,-0.66,7906,11.46,37661,2.41,800,0.88
"888","225190","삼양옵틱스",9230,20,0.22,1351,6.83,3893,2.37,1000,10.83
"889","002170","삼양통상",67500,100,0.15,15112,4.47,109582,0.62,1000,1.48
"890","272550","삼양패키징",24500,100,0.41,1998,12.26,20142,1.22,750,3.06
"891","000070","삼양홀딩스",91500,-100,-0.11,3987,22.95,160079,0.57,2000,2.19
"892","000075","삼양홀딩스우",58800,-500,-0.84,NA,NA,NA,NA,2050,3.49
"893","002810","삼영무역",14550,-50,-0.34,1987,7.32,19563,0.74,350,2.41
"894","054540","삼영엠텍",5480,130,2.43,273,20.07,5964,0.92,100,1.82
"895","065570","삼영이엔씨",6780,-120,-1.74,NA,NA,8544,0.79,0,0
"896","005680","삼영전자",11150,300,2.76,428,26.05,24220,0.46,250,2.24
"897","003720","삼영화학",2695,75,2.86,NA,NA,1285,2.1,0,0
"898","023000","삼원강재",3530,-20,-0.56,261,13.52,5249,0.67,115,3.26
"899","004380","삼익THK",12650,-100,-0.78,158,80.06,8969,1.41,150,1.19
"900","002450","삼익악기",1590,-10,-0.63,163,9.75,2478,0.64,50,3.14
"901","032280","삼일",2240,20,0.9,213,10.52,4001,0.56,50,2.23
"902","002290","삼일기업공사",4910,300,6.51,265,18.53,4744,1.03,100,2.04
"903","004440","삼일씨엔에스",15150,2300,17.9,211,71.8,21895,0.69,38,0.25
"904","000520","삼일제약",20200,0,0,129,156.59,9580,2.11,150,0.74
"905","009770","삼정펄프",29300,-100,-0.34,1868,15.69,73851,0.4,0,0
"906","037460","삼지전자",13450,150,1.13,892,15.08,12357,1.09,140,1.04
"907","032750","삼진",11100,50,0.45,2019,5.5,12767,0.87,200,1.8
"908","054090","삼진엘앤디",3940,-55,-1.38,24,164.17,3698,1.07,75,1.9
"909","005500","삼진제약",24200,300,1.26,917,26.39,14207,1.7,800,3.31
"910","000250","삼천당제약",54600,-2800,-4.88,488,111.89,7142,7.64,50,0.09
"911","004690","삼천리",81200,-700,-0.85,10614,7.65,316716,0.26,3000,3.69
"912","024950","삼천리자전거",12400,150,1.22,NA,NA,5991,2.07,0,0
"913","038500","삼표시멘트",5130,80,1.58,173,29.65,5916,0.87,50,0.97
"914","017480","삼현철강",4905,-5,-0.1,424,11.57,9497,0.52,150,3.06
"915","010960","삼호개발",4795,120,2.57,907,5.29,7624,0.63,190,3.96
"916","046390","삼화네트웍스",5150,295,6.08,18,286.11,811,6.35,0,0
"917","004450","삼화왕관",37700,50,0.13,4547,8.29,67349,0.56,1350,3.58
"918","009470","삼화전기",22150,150,0.68,460,48.15,6665,3.32,100,0.45
"919","011230","삼화전자",3780,10,0.27,NA,NA,1132,3.34,0,0
"920","001820","삼화콘덴서",66600,-1000,-1.48,2889,23.05,14698,4.53,250,0.38
"921","000390","삼화페인트",12100,-150,-1.22,167,72.46,10625,1.14,125,1.03
"922","027580","상보",1775,20,1.14,NA,NA,631,2.81,0,0
"923","038540","상상인",6550,10,0.15,2282,2.87,9501,0.69,200,3.05
"924","307870","상상인이안1호스팩",2070,0,0,NA,NA,NA,NA,0,0
"925","329560","상상인이안제2호스팩",2040,0,0,NA,NA,NA,NA,0,0
"926","101000","상상인인더스트리",898,3,0.34,NA,NA,400,2.25,0,0
"927","001290","상상인증권",1115,15,1.36,NA,NA,1587,0.7,0,0
"928","041650","상신브레이크",4340,-60,-1.36,210,20.67,7924,0.55,100,2.3
"929","091580","상신이디피",13350,350,2.69,380,35.13,4905,2.72,50,0.37
"930","263810","상신전자",4680,215,4.82,176,26.59,2424,1.93,0,0
"931","089980","상아프론테크",48650,800,1.67,842,57.78,9392,5.18,160,0.33
"932","042940","상지카일룸",1370,-50,-3.52,NA,NA,1064,1.29,0,0
"933","042600","새로닉스",9850,-40,-0.4,NA,NA,6449,1.53,40,0.41
"934","075180","새론오토모티브",5930,0,0,NA,NA,11092,0.53,140,2.36
"935","263540","샘코",2015,0,0,NA,NA,1101,1.83,0,0
"936","007540","샘표",50000,-500,-0.99,5441,9.19,56153,0.89,200,0.4
"937","248170","샘표식품",47050,-550,-1.16,5872,8.01,34375,1.37,200,0.43
"938","294630","서남",3170,-40,-1.25,NA,NA,357,8.88,0,0
"939","038070","서린바이오",12200,150,1.24,1107,11.02,7213,1.69,100,0.82
"940","006730","서부T&D",7840,100,1.29,1,7840,11369,0.69,0,0
"941","079650","서산",2535,10,0.4,NA,NA,3526,0.72,0,0
"942","100660","서암기계공업",5880,60,1.03,173,33.99,4891,1.2,50,0.85
"943","007860","서연",16250,3050,23.11,NA,NA,17990,0.9,50,0.31
"944","200880","서연이화",9420,540,6.08,NA,NA,22608,0.42,100,1.06
"945","019770","서연탑메탈",12700,1600,14.41,NA,NA,5618,2.26,60,0.47
"946","017390","서울가스",87800,-1000,-1.13,7512,11.69,192791,0.46,1750,1.99
"947","043710","서울리거",991,13,1.33,NA,NA,1717,0.58,0,0
"948","092190","서울바이오시스",15750,-300,-1.87,147,107.14,4404,3.58,38,0.24
"949","046890","서울반도체",18750,-350,-1.83,601,31.2,11339,1.65,156,0.83
"950","004410","서울식품",430,-12,-2.71,NA,NA,73,5.89,0,0
"951","004415","서울식품우",4990,-30,-0.6,NA,NA,NA,NA,0,0
"952","063170","서울옥션",15150,-450,-2.88,NA,NA,4052,3.74,0,0
"953","027040","서울전자통신",951,6,0.63,59,16.12,1343,0.71,0,0
"954","018680","서울제약",9090,70,0.78,28,324.64,5958,1.53,15,0.17
"955","021050","서원",2535,10,0.4,67,37.84,2159,1.17,10,0.39
"956","093920","서원인텍",7810,-40,-0.51,672,11.62,8637,0.9,300,3.84
"957","189860","서전기전",3940,55,1.42,138,28.55,3894,1.01,30,0.76
"958","178320","서진시스템",47450,3700,8.46,2688,17.65,14558,3.26,300,0.63
"959","122690","서진오토모티브",3370,40,1.2,NA,NA,4352,0.77,0,0
"960","140070","서플러스글로벌",5070,50,1,44,115.23,3336,1.52,0,0
"961","011370","서한",1540,-20,-1.28,98,15.71,2994,0.51,30,1.95
"962","065710","서호전기",22550,50,0.22,2978,7.57,14529,1.55,1200,5.32
"963","008490","서흥",51000,500,0.99,2853,17.88,25552,2,400,0.78
"964","035890","서희건설",1570,-30,-1.88,331,4.74,1826,0.86,30,1.91
"965","357550","석경에이티",21550,-100,-0.46,251,85.86,2271,9.49,0,0
"966","003100","선광",29250,50,0.17,831,35.2,46250,0.63,350,1.2
"967","123420","선데이토즈",22000,-150,-0.68,318,69.18,14294,1.54,0,0
"968","007610","선도전기",3380,-5,-0.15,NA,NA,4797,0.7,25,0.74
"969","171090","선익시스템",16200,-700,-4.14,829,19.54,10070,1.61,100,0.62
"970","136490","선진",16850,0,0,899,18.74,13439,1.25,50,0.3
"971","086710","선진뷰티사이언스",20500,400,1.99,1270,16.14,5932,3.46,30,0.15
"972","002820","선창산업",4320,40,0.93,NA,NA,17354,0.25,0,0
"973","014620","성광벤드",7170,-40,-0.55,221,32.44,15359,0.47,100,1.39
"974","037350","성도이엔지",5740,10,0.17,NA,NA,8985,0.64,50,0.87
"975","014910","성문전자",2070,10,0.49,NA,NA,1356,1.53,0,0
"976","014915","성문전자우",8050,40,0.5,NA,NA,NA,NA,5,0.06
"977","003080","성보화학",5530,180,3.36,NA,NA,7324,0.76,135,2.44
"978","004980","성신양회",8380,-20,-0.24,700,11.97,15851,0.53,150,1.79
"979","004985","성신양회우",12400,50,0.4,NA,NA,NA,NA,200,1.61
"980","011300","성안",787,0,0,NA,NA,1131,0.7,0,0
"981","081580","성우전자",3025,5,0.17,NA,NA,6595,0.46,0,0
"982","045300","성우테크론",5160,90,1.78,492,10.49,5254,0.98,40,0.78
"983","015750","성우하이텍",6300,-150,-2.33,492,12.8,13553,0.46,80,1.27
"984","000180","성창기업지주",2370,10,0.42,NA,NA,7529,0.31,0,0
"985","080470","성창오토텍",9390,0,0,NA,NA,5186,1.81,30,0.32
"986","043260","성호전자",1720,0,0,NA,NA,1156,1.49,0,0
"987","148150","세경하이테크",21300,100,0.47,1991,10.7,11869,1.79,250,1.17
"988","002420","세기상사",61600,0,0,NA,NA,55045,1.12,0,0
"989","053060","세동",2415,180,8.05,NA,NA,1770,1.36,0,0
"990","017510","세명전기",4270,35,0.83,224,19.06,4681,0.91,80,1.87
"991","214310","세미콘라이트",1370,-5,-0.36,NA,NA,1565,0.88,0,0
"992","004360","세방",13050,-200,-1.51,240,54.38,35497,0.37,175,1.34
"993","004365","세방우",7040,0,0,NA,NA,NA,NA,180,2.56
"994","004490","세방전지",78200,-400,-0.51,5701,13.72,75298,1.04,500,0.64
"995","011560","세보엠이씨",6160,-120,-1.91,NA,NA,14252,0.43,150,2.44
"996","001430","세아베스틸",16900,-300,-1.74,483,34.99,51512,0.33,300,1.78
"997","306200","세아제강",86800,-200,-0.23,8768,9.9,201388,0.43,2000,2.3
"998","003030","세아제강지주",45850,-200,-0.43,NA,NA,232984,0.2,1500,3.27
"999","019440","세아특수강",12650,-50,-0.39,1304,9.7,37014,0.34,900,7.11
"1000","058650","세아홀딩스",77500,300,0.39,7707,10.06,491403,0.16,2250,2.9
"1001","013000","세우글로벌",2470,0,0,3,823.33,1387,1.78,0,0
"1002","100700","세운메디칼",5010,0,0,219,22.88,2174,2.3,50,1
"1003","234100","세원",6760,-180,-2.59,69,97.97,1619,4.18,0,0
"1004","024830","세원물산",6280,0,0,1572,3.99,22641,0.28,25,0.4
"1005","091090","세원셀론텍",1760,-25,-1.4,NA,NA,2896,0.61,0,0
"1006","021820","세원정공",8090,0,0,760,10.64,41536,0.19,25,0.31
"1007","067830","세이브존I&C",3600,60,1.69,590,6.1,10914,0.33,30,0.83
"1008","033530","세종공업",8810,-70,-0.79,257,34.28,16554,0.53,50,0.57
"1009","258830","세종메디칼",10250,-400,-3.76,520,19.71,6822,1.5,100,0.98
"1010","036630","세종텔레콤",861,2,0.23,4,215.25,557,1.55,0,0
"1011","039310","세중",2515,40,1.62,123,20.45,4462,0.56,0,0
"1012","075580","세진중공업",5480,210,3.98,42,130.48,2765,1.98,20,0.36
"1013","067770","세진티에스",5160,-80,-1.53,NA,NA,4464,1.16,0,0
"1014","053450","세코닉스",7040,-170,-2.36,NA,NA,9257,0.76,50,0.71
"1015","234340","세틀뱅크",32100,450,1.42,1466,21.9,11939,2.69,380,1.18
"1016","027970","세하",1830,5,0.27,323,5.67,1090,1.68,0,0
"1017","145210","세화아이엠씨",615,20,3.36,NA,NA,588,1.05,0,0
"1018","252500","세화피앤씨",3900,20,0.52,30,130,1256,3.11,10,0.26
"1019","347000","센코",23250,-200,-0.85,NA,NA,1950,11.92,0,0
"1020","308170","센트랄모텍",29950,-300,-0.99,782,38.3,11636,2.57,0,0
"1021","051980","센트럴바이오",2900,-5,-0.17,NA,NA,528,5.49,0,0
"1022","012600","센트럴인사이트",3790,-115,-2.94,NA,NA,801,4.73,0,0
"1023","331920","셀레믹스",21400,900,4.39,NA,NA,800,26.75,0,0
"1024","049180","셀루메드",5980,0,0,NA,NA,213,28.08,0,0
"1025","299660","셀리드",40100,1100,2.82,NA,NA,5359,7.48,0,0
"1026","268600","셀리버리",143500,-1700,-1.17,NA,NA,1745,82.23,0,0
"1027","108860","셀바스AI",3185,150,4.94,NA,NA,1380,2.31,0,0
"1028","208370","셀바스헬스케어",2600,60,2.36,NA,NA,1114,2.33,0,0
"1029","068270","셀트리온",3e+05,7500,2.56,2196,136.61,20421,14.69,0,0
"1030","068760","셀트리온제약",149300,1600,1.08,236,632.63,7674,19.46,0,0
"1031","091990","셀트리온헬스케어",131500,2800,2.18,427,307.96,10816,12.16,0,0
"1032","290690","소룩스",22900,800,3.62,935,24.49,3274,6.99,50,0.22
"1033","053110","소리바다",234,13,5.88,NA,NA,338,0.69,0,0
"1034","032680","소프트센",1815,0,0,NA,NA,975,1.86,0,0
"1035","032685","소프트센우",24500,50,0.2,NA,NA,NA,NA,0,0
"1036","258790","소프트캠프",2985,-35,-1.16,26,114.81,401,7.44,0,0
"1037","066910","손오공",2670,-150,-5.32,NA,NA,909,2.94,0,0
"1038","043100","솔고바이오",392,0,0,NA,NA,566,0.69,0,0
"1039","336370","솔루스첨단소재",44900,500,1.13,113,397.35,3551,12.64,0,0
"1040","33637K","솔루스첨단소재1우",14900,-50,-0.33,NA,NA,NA,NA,0,0
"1041","33637L","솔루스첨단소재2우B",24200,-1000,-3.97,NA,NA,NA,NA,0,0
"1042","154040","솔루에타",4250,10,0.24,NA,NA,4924,0.86,0,0
"1043","248070","솔루엠",25500,3050,13.59,1132,22.53,1655,15.41,0,0
"1044","035610","솔본",9350,250,2.75,78,119.87,5130,1.82,0,0
"1045","357780","솔브레인",302100,5900,1.99,NA,NA,NA,NA,0,0
"1046","036830","솔브레인홀딩스",42000,-450,-1.06,6665,6.3,45837,0.92,850,2.02
"1047","304100","솔트룩스",32500,-200,-0.61,249,130.52,9100,3.57,0,0
"1048","004430","송원산업",18800,350,1.9,1448,12.98,17983,1.05,150,0.8
"1049","086980","쇼박스",4920,120,2.5,52,94.62,2247,2.19,50,1.02
"1050","050960","수산아이앤티",25250,2350,10.26,430,58.72,11277,2.24,75,0.3
"1051","017550","수산중공업",3920,85,2.22,3,1306.67,1859,2.11,10,0.26
"1052","084180","수성",2115,70,3.42,NA,NA,1235,1.71,0,0
"1053","253840","수젠텍",15900,-100,-0.63,NA,NA,1838,8.65,0,0
"1054","058530","슈펙스비앤피",162,0,0,NA,NA,541,0.3,0,0
"1055","236200","슈프리마",26050,0,0,3650,7.14,18961,1.37,0,0
"1056","317770","슈프리마아이디",16150,100,0.62,397,40.68,12939,1.25,0,0
"1057","094840","슈프리마에이치큐",8060,130,1.64,821,9.82,13936,0.58,0,0
"1058","192440","슈피겐코리아",62100,-700,-1.11,6690,9.28,47368,1.31,1300,2.09
"1059","099440","스맥",1705,-40,-2.29,NA,NA,3428,0.5,0,0
"1060","053210","스카이라이프",8640,0,0,1147,7.53,14620,0.59,350,4.05
"1061","033790","스카이문스테크놀로지",829,0,0,NA,NA,1168,0.71,0,0
"1062","131100","스카이이앤엠",1710,-10,-0.58,NA,NA,516,3.31,0,0
"1063","159910","스킨앤스킨",263,0,0,NA,NA,282,0.93,0,0
"1064","158310","스타모빌리티",505,0,0,NA,NA,2426,0.21,0,0
"1065","115570","스타플렉스",5940,-530,-8.19,NA,NA,9954,0.6,80,1.35
"1066","253450","스튜디오드래곤",94100,-400,-0.42,941,100,15242,6.17,0,0
"1067","204630","스튜디오산타클로스",2490,400,19.14,NA,NA,1371,1.82,0,0
"1068","013810","스페코",9410,-120,-1.26,632,14.89,2614,3.6,0,0
"1069","039670","스포츠서울",7360,0,0,NA,NA,NA,NA,0,0
"1070","049830","승일",16600,0,0,NA,NA,22914,0.72,0,0
"1071","020710","시공테크",5630,50,0.9,786,7.16,5404,1.04,80,1.42
"1072","033170","시그네틱스",1310,10,0.77,NA,NA,1627,0.81,0,0
"1073","048870","시너지이노베이션",2770,-55,-1.95,54,51.3,1153,2.4,0,0
"1074","025320","시노펙스",3690,0,0,89,41.46,1142,3.23,0,0
"1075","134790","시디즈",61200,-100,-0.16,4655,13.15,16020,3.82,300,0.49
"1076","269620","시스웍",1920,-5,-0.26,37,51.89,732,2.62,40,2.08
"1077","131090","시큐브",1435,-25,-1.71,133,10.79,754,1.9,10,0.7
"1078","139050","시티랩스",1005,9,0.9,NA,NA,417,2.41,0,0
"1079","016590","신대양제지",78500,5300,7.24,13849,5.67,103836,0.76,625,0.8
"1080","290520","신도기연",17500,-100,-0.57,2258,7.75,7056,2.48,0,0
"1081","029530","신도리코",30300,-700,-2.26,1473,20.57,86372,0.35,1000,3.3
"1082","004970","신라교역",10200,-100,-0.97,645,15.81,32378,0.32,500,4.9
"1083","001000","신라섬유",2570,20,0.78,9,285.56,595,4.32,0,0
"1084","025870","신라에스지",15900,900,6,181,87.85,3963,4.01,0,0
"1085","215600","신라젠",12100,0,0,NA,NA,858,14.1,0,0
"1086","065350","신성델타테크",8280,60,0.73,261,31.72,5302,1.56,80,0.97
"1087","011930","신성이엔지",3255,25,0.77,15,217,704,4.62,0,0
"1088","005390","신성통상",1635,50,3.15,51,32.06,1652,0.99,0,0
"1089","004170","신세계",270000,-5000,-1.82,52658,5.13,398826,0.68,2000,0.74
"1090","035510","신세계 I&C",146000,4500,3.18,6512,22.42,115835,1.26,2000,1.37
"1091","034300","신세계건설",47800,-2000,-4.02,4379,10.92,49395,0.97,800,1.67
"1092","031430","신세계인터내셔날",209000,3000,1.46,10361,20.17,83650,2.5,1100,0.53
"1093","031440","신세계푸드",74500,1200,1.64,1124,66.28,81369,0.92,750,1.01
"1094","006880","신송홀딩스",4555,155,3.52,NA,NA,7609,0.6,80,1.76
"1095","002800","신신제약",7790,-30,-0.38,141,55.25,3715,2.1,28,0.36
"1096","323280","신영스팩5호",2110,10,0.48,NA,NA,NA,NA,0,0
"1097","344050","신영스팩6호",2090,0,0,NA,NA,NA,NA,0,0
"1098","005800","신영와코루",96500,-100,-0.1,4238,22.77,343727,0.28,1500,1.55
"1099","001720","신영증권",58000,200,0.35,2324,24.96,69280,0.84,2500,4.31
"1100","001725","신영증권우",58000,0,0,NA,NA,NA,NA,2550,4.4
"1101","009270","신원",1475,-40,-2.64,19,77.63,2373,0.62,0,0
"1102","009275","신원우",35000,1550,4.63,NA,NA,NA,NA,0,0
"1103","017000","신원종합개발",8550,150,1.79,1351,6.33,8649,0.99,0,0
"1104","002700","신일전자",2305,40,1.77,61,37.79,978,2.36,20,0.87
"1105","012790","신일제약",14150,-500,-3.41,672,21.06,9044,1.56,150,1.06
"1106","138070","신진에스엠",5940,10,0.17,275,21.6,7926,0.75,70,1.18
"1107","226330","신테카바이오",15450,50,0.32,NA,NA,3505,4.41,0,0
"1108","019170","신풍제약",100500,-4000,-3.83,35,2871.43,3782,26.57,0,0
"1109","019175","신풍제약우",101500,500,0.5,NA,NA,NA,NA,0,0
"1110","002870","신풍제지",3420,-435,-11.28,709,4.82,1981,1.73,60,1.75
