"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1616","052190","이에스에이",295,0,0,NA,NA,766,0.39,0,0
"1617","226360","이엑스티",2370,40,1.72,NA,NA,1374,1.72,0,0
"1618","101360","이엔드디",30050,1450,5.07,1047,28.7,1572,19.12,0,0
"1619","102710","이엔에프테크놀로지",40650,-150,-0.37,3285,12.37,18688,2.18,150,0.37
"1620","066980","이엔코퍼레이션",1380,0,0,5,276,620,2.23,0,0
"1621","074610","이엔플러스",4550,0,0,NA,NA,1232,3.69,0,0
"1622","063760","이엘피",13950,450,3.33,859,16.24,14225,0.98,120,0.86
"1623","087730","이엠네트웍스",8160,0,0,NA,NA,855,9.54,0,0
"1624","123570","이엠넷",4810,20,0.42,322,14.94,2617,1.84,30,0.62
"1625","083470","이엠앤아이",1585,0,0,968,1.64,219,7.24,0,0
"1626","095190","이엠코리아",5520,130,2.41,NA,NA,2076,2.66,0,0
"1627","091120","이엠텍",18800,100,0.53,24,783.33,11185,1.68,0,0
"1628","102460","이연제약",17500,150,0.86,352,49.72,12879,1.36,350,2
"1629","039030","이오테크닉스",118100,2900,2.52,984,120.02,31593,3.74,150,0.13
"1630","294090","이오플로우",71000,-3000,-4.05,NA,NA,364,195.05,0,0
"1631","088290","이원컴포텍",8080,-160,-1.94,163,49.57,1155,7,0,0
"1632","084680","이월드",3485,15,0.43,27,129.07,2729,1.28,0,0
"1633","181340","이즈미디어",23100,300,1.32,NA,NA,5089,4.54,0,0
"1634","353810","이지바이오",6800,0,0,NA,NA,NA,NA,0,0
"1635","090850","이지웰",9480,90,0.96,243,39.01,1650,5.75,90,0.95
"1636","099750","이지케어텍",18100,-100,-0.55,NA,NA,6500,2.78,86,0.48
"1637","035810","이지홀딩스",4620,-30,-0.65,39,118.46,7110,0.65,50,1.08
"1638","160600","이큐셀",310,0,0,NA,NA,563,0.55,0,0
"1639","092130","이크레더블",22250,100,0.45,1134,19.62,4460,4.99,740,3.33
"1640","096040","이트론",702,0,0,NA,NA,187,3.75,0,0
"1641","134060","이퓨쳐",9850,-300,-2.96,381,25.85,3856,2.55,0,0
"1642","001840","이화공영",7200,100,1.41,14,514.29,2157,3.34,10,0.14
"1643","000760","이화산업",18900,1800,10.53,NA,NA,36329,0.52,0,0
"1644","024810","이화전기",223,-1,-0.45,NA,NA,292,0.76,0,0
"1645","014990","인디에프",1330,-5,-0.37,NA,NA,1063,1.25,0,0
"1646","041830","인바디",19500,400,2.09,1532,12.73,10209,1.91,140,0.72
"1647","352940","인바이오",12350,-300,-2.37,453,27.26,3383,3.65,0,0
"1648","101140","인바이오젠",3665,5,0.14,410,8.94,1664,2.2,0,0
"1649","079950","인베니아",2500,10,0.4,53,47.17,1945,1.29,0,0
"1650","277410","인산가",1985,40,2.06,121,16.4,1154,1.72,30,1.51
"1651","060150","인선이엔티",12500,-50,-0.4,441,28.34,5361,2.33,0,0
"1652","033230","인성정보",2090,-70,-3.24,NA,NA,1538,1.36,0,0
"1653","006490","인스코비",3600,100,2.86,NA,NA,260,13.85,0,0
"1654","037330","인지디스플레",3290,0,0,112,29.38,3820,0.86,75,2.28
"1655","023800","인지컨트롤스",14400,-150,-1.03,NA,NA,11832,1.22,100,0.69
"1656","034590","인천도시가스",25650,0,0,2598,9.87,42280,0.61,1250,4.87
"1657","083640","인콘",2400,5,0.21,NA,NA,1778,1.35,0,0
"1658","216050","인크로스",59600,2600,4.56,1240,48.06,8160,7.3,0,0
"1659","049070","인탑스",31900,-400,-1.24,2073,15.39,25323,1.26,250,0.78
"1660","119610","인터로조",22400,150,0.67,1494,14.99,10970,2.04,300,1.34
"1661","017250","인터엠",1500,20,1.35,NA,NA,3079,0.49,100,6.67
"1662","129260","인터지스",3820,120,3.24,NA,NA,5900,0.65,0,0
"1663","035080","인터파크",4905,20,0.41,NA,NA,5001,0.98,70,1.43
"1664","051370","인터플렉스",11950,0,0,NA,NA,9337,1.28,0,0
"1665","064290","인텍플러스",26350,1600,6.46,448,58.82,1733,15.2,0,0
"1666","189300","인텔리안테크",61200,1000,1.66,1119,54.69,11271,5.43,100,0.16
"1667","150840","인트로메딕",2415,-20,-0.82,NA,NA,598,4.04,0,0
"1668","048530","인트론바이오",29000,-400,-1.36,NA,NA,2032,14.27,0,0
"1669","023810","인팩",6900,-130,-1.85,NA,NA,9376,0.74,120,1.74
"1670","175140","인포마크",5890,-270,-4.38,NA,NA,3150,1.87,0,0
"1671","115310","인포바인",20400,150,0.74,4134,4.93,26580,0.77,900,4.41
"1672","039290","인포뱅크",11300,300,2.73,99,114.14,6029,1.87,10,0.09
"1673","041020","인프라웨어",2475,110,4.65,NA,NA,745,3.32,0,0
"1674","071200","인피니트헬스케어",7210,0,0,297,24.28,3469,2.08,0,0
"1675","101930","인화정공",6900,20,0.29,NA,NA,14229,0.48,0,0
"1676","249420","일동제약",16050,-50,-0.31,NA,NA,10643,1.51,0,0
"1677","000230","일동홀딩스",14650,350,2.45,NA,NA,11931,1.23,100,0.68
"1678","013360","일성건설",1345,-5,-0.37,30,44.83,1688,0.8,15,1.12
"1679","003120","일성신약",81300,300,0.37,4859,16.73,129883,0.63,750,0.92
"1680","068330","일신바이오",5250,120,2.34,109,48.17,908,5.78,7,0.13
"1681","003200","일신방직",90000,-500,-0.55,3084,29.18,293218,0.31,1500,1.67
"1682","007110","일신석재",1860,-25,-1.33,12,155,671,2.77,0,0
"1683","058450","일야",685,0,0,NA,NA,607,1.13,0,0
"1684","007570","일양약품",34300,150,0.44,548,62.59,10081,3.4,120,0.35
"1685","007575","일양약품우",32000,-200,-0.62,NA,NA,NA,NA,145,0.45
"1686","008500","일정실업",15200,150,1,NA,NA,24611,0.62,0,0
"1687","019540","일지테크",3685,5,0.14,NA,NA,8805,0.42,0,0
"1688","081000","일진다이아",40300,-400,-0.98,914,44.09,12656,3.18,300,0.74
"1689","020760","일진디스플",4410,-70,-1.56,NA,NA,1665,2.65,0,0
"1690","020150","일진머티리얼즈",62500,200,0.32,1016,61.52,12390,5.04,50,0.08
"1691","103590","일진전기",3750,70,1.9,97,38.66,8191,0.46,0,0
"1692","094820","일진파워",5620,20,0.36,800,7.03,6367,0.88,300,5.34
"1693","015860","일진홀딩스",5010,-50,-0.99,274,18.28,5815,0.86,100,2
"1694","226320","잇츠한불",26900,-550,-2,NA,NA,18789,1.43,100,0.37
"1695","049550","잉크테크",7600,600,8.57,NA,NA,2246,3.38,0,0
"1696","254120","자비스",2135,-95,-4.26,NA,NA,806,2.65,0,0
"1697","221610","자안",382,15,4.09,6,63.67,208,1.84,0,0
"1698","043910","자연과환경",1530,50,3.38,NA,NA,835,1.83,0,0
"1699","234920","자이글",3800,-80,-2.06,NA,NA,3818,1,0,0
"1700","289220","자이언트스텝",28600,6600,30,NA,NA,955,29.95,0,0
"1701","317400","자이에스앤디",11000,0,0,631,17.43,5048,2.18,100,0.91
"1702","033240","자화전자",17300,-350,-1.98,NA,NA,15564,1.11,0,0
"1703","174880","장원테크",992,101,11.34,NA,NA,2073,0.48,0,0
"1704","049630","재영솔루텍",960,-2,-0.21,82,11.71,744,1.29,0,0
"1705","000950","전방",38550,750,1.98,NA,NA,50283,0.77,0,0
"1706","110020","전진바이오팜",9630,180,1.9,NA,NA,557,17.29,0,0
"1707","065530","전파기지국",4455,-50,-1.11,45,99,1322,3.37,50,1.12
"1708","208140","정다운",3250,305,10.36,37,87.84,2108,1.54,0,0
"1709","022220","정산애강",2115,40,1.93,222,9.53,1603,1.32,0,0
"1710","040420","정상제이엘에스",6390,20,0.31,514,12.43,4080,1.57,430,6.73
"1711","045510","정원엔시스",1900,0,0,25,76,1200,1.58,0,0
"1712","065620","제낙스",15950,0,0,NA,NA,330,48.33,0,0
"1713","217190","제너셈",5080,0,0,368,13.8,2381,2.13,50,0.98
"1714","095700","제넥신",97700,-100,-0.1,NA,NA,12496,7.82,0,0
"1715","072520","제넨바이오",1870,245,15.08,NA,NA,215,8.7,0,0
"1716","122310","제노레이",9870,10,0.1,996,9.91,4096,2.41,400,4.05
"1717","361390","제노코",80100,15100,23.23,1579,50.73,904,88.61,0,0
"1718","187420","제노포커스",7730,-220,-2.77,NA,NA,2358,3.28,0,0
"1719","225220","제놀루션",29950,1050,3.63,NA,NA,680,44.04,0,0
"1720","123330","제닉",5660,-50,-0.88,NA,NA,3877,1.46,0,0
"1721","159580","제로투세븐",9810,-80,-0.81,473,20.74,3635,2.7,0,0
"1722","147830","제룡산업",6930,100,1.46,255,27.18,5685,1.22,100,1.44
"1723","033100","제룡전기",6240,30,0.48,348,17.93,3490,1.79,50,0.8
"1724","079370","제우스",28850,800,2.85,1359,21.23,21560,1.34,200,0.69
"1725","054950","제이브이엠",36800,-100,-0.27,993,37.06,19525,1.88,400,1.09
"1726","090470","제이스텍",7120,-70,-0.97,108,65.93,8904,0.8,50,0.7
"1727","137950","제이씨케미칼",6120,30,0.49,548,11.17,4222,1.45,60,0.98
"1728","033320","제이씨현시스템",8170,-90,-1.09,37,220.81,4463,1.83,0,0
"1729","204270","제이앤티씨",9960,120,1.22,1691,5.89,5638,1.77,0,0
"1730","194370","제이에스코퍼레이션",18600,1550,9.09,646,28.79,11755,1.58,500,2.69
"1731","026040","제이에스티나",2050,-10,-0.49,NA,NA,2745,0.75,0,0
"1732","126880","제이엔케이히터",7580,-20,-0.26,357,21.23,4014,1.89,0,0
"1733","322510","제이엘케이",9410,130,1.4,NA,NA,2432,3.87,0,0
"1734","033050","제이엠아이",1195,15,1.27,NA,NA,1090,1.1,0,0
"1735","094970","제이엠티",3600,-155,-4.13,57,63.16,3300,1.09,50,1.39
"1736","058420","제이웨이",308,0,0,NA,NA,578,0.53,0,0
"1737","025620","제이준코스메틱",1610,-120,-6.94,NA,NA,1906,0.84,0,0
"1738","036420","제이콘텐트리",49850,3050,6.52,79,631.01,22129,2.25,0,0
"1739","089790","제이티",8080,-110,-1.34,380,21.26,2588,3.12,0,0
"1740","030000","제일기획",21150,350,1.68,1363,15.52,8229,2.57,820,3.88
"1741","052670","제일바이오",7130,0,0,152,46.91,2108,3.38,0,0
"1742","271980","제일약품",40700,-450,-1.09,NA,NA,11564,3.52,70,0.17
"1743","001560","제일연마",7340,-60,-0.81,853,8.6,8396,0.87,220,3
"1744","199820","제일전기공업",21350,150,0.71,1472,14.5,6617,3.23,125,0.59
"1745","023440","제일제강",3250,-25,-0.76,NA,NA,2070,1.57,0,0
"1746","038010","제일테크노스",8580,470,5.8,492,17.44,8454,1.01,90,1.05
"1747","002620","제일파마홀딩스",18800,-50,-0.27,NA,NA,24634,0.76,70,0.37
"1748","080220","제주반도체",5450,-10,-0.18,NA,NA,2430,2.24,0,0
"1749","006220","제주은행",7620,-390,-4.87,796,9.57,15491,0.49,100,1.31
"1750","089590","제주항공",23800,-250,-1.04,NA,NA,11248,2.12,0,0
"1751","216080","제테마",19700,-150,-0.76,NA,NA,2019,9.76,0,0
"1752","229000","젠큐릭스",20500,-350,-1.68,NA,NA,29,706.9,0,0
"1753","082270","젬백스",25750,-550,-2.09,NA,NA,2467,10.44,0,0
"1754","064800","젬백스링크",1535,25,1.66,54,28.43,1839,0.83,10,0.65
"1755","041590","젬백스지오",868,2,0.23,NA,NA,1169,0.74,0,0
"1756","044060","조광ILI",9400,-200,-2.08,359,26.18,5739,1.64,0,0
"1757","004910","조광페인트",6420,-10,-0.16,NA,NA,13495,0.48,200,3.12
"1758","004700","조광피혁",56500,0,0,4076,13.86,41361,1.37,0,0
"1759","001550","조비",21150,350,1.68,NA,NA,9237,2.29,0,0
"1760","000480","조선내화",79000,100,0.13,7493,10.54,147942,0.53,4000,5.06
"1761","120030","조선선재",111500,500,0.45,11834,9.42,87844,1.27,1500,1.35
"1762","034940","조아제약",4245,0,0,NA,NA,1874,2.27,0,0
"1763","101730","조이맥스",4910,260,5.59,NA,NA,798,6.15,0,0
"1764","067000","조이시티",9290,30,0.32,NA,NA,758,12.26,0,0
"1765","018470","조일알미늄",596,1,0.17,NA,NA,1617,0.37,0,0
"1766","002600","조흥",177500,4500,2.6,13076,13.57,215770,0.82,6000,3.38
"1767","185750","종근당",141000,-2000,-1.4,4751,29.68,41506,3.4,900,0.64
"1768","063160","종근당바이오",57100,-200,-0.35,2280,25.04,28890,1.98,200,0.35
"1769","001630","종근당홀딩스",101500,-500,-0.49,8988,11.29,93600,1.08,1300,1.28
"1770","033340","좋은사람들",1055,0,0,NA,NA,2156,0.49,0,0
"1771","036930","주성엔지니어링",10950,400,3.79,534,20.51,5033,2.18,70,0.64
"1772","044380","주연테크",1055,-10,-0.94,NA,NA,731,1.44,0,0
"1773","239340","줌인터넷",5550,230,4.32,NA,NA,980,5.66,0,0
"1774","072020","중앙백신",17600,-100,-0.56,186,94.62,8671,2.03,50,0.28
"1775","000440","중앙에너비스",9260,60,0.65,132,70.15,7246,1.28,160,1.73
"1776","228760","지노믹트리",11850,50,0.42,NA,NA,5450,2.17,0,0
"1777","314130","지놈앤컴퍼니",56000,1800,3.32,NA,NA,NA,NA,0,0
"1778","013890","지누스",83100,-1500,-1.77,5473,15.18,24027,3.46,1250,1.5
"1779","043610","지니뮤직",7400,-330,-4.27,126,58.73,2627,2.82,0,0
"1780","263860","지니언스",7250,-70,-0.96,343,21.14,3585,2.02,0,0
"1781","303030","지니틱스",3505,-175,-4.76,15,233.67,844,4.15,0,0
"1782","036180","지더블유바이텍",1205,0,0,NA,NA,1342,0.9,0,0
"1783","208350","지란지교시큐리티",6350,250,4.1,318,19.97,5177,1.23,0,0
"1784","114570","지스마트글로벌",620,0,0,NA,NA,4180,0.15,0,0
"1785","051160","지어소프트",20800,-250,-1.19,NA,NA,572,36.36,0,0
"1786","053050","지에스이",1645,5,0.3,155,10.61,2305,0.71,40,2.43
"1787","119850","지엔씨에너지",5820,70,1.22,422,13.79,4944,1.18,50,0.86
"1788","270520","지엔원에너지",3600,-15,-0.41,14,257.14,1869,1.93,0,0
"1789","065060","지엔코",920,20,2.22,NA,NA,932,0.99,0,0
"1790","204840","지엘팜텍",1190,10,0.85,NA,NA,62,19.19,0,0
"1791","013870","지엠비코리아",7280,-110,-1.49,143,50.91,11858,0.61,30,0.41
"1792","071320","지역난방공사",37600,-250,-0.66,NA,NA,132086,0.28,0,0
"1793","111820","지와이커머스",2470,0,0,NA,NA,18,137.22,0,0
"1794","010580","지코",306,0,0,NA,NA,314,0.97,0,0
"1795","035000","지투알",5500,-10,-0.18,941,5.84,8625,0.64,300,5.45
"1796","115450","지트리비앤티",11850,-150,-1.25,NA,NA,2556,4.64,0,0
"1797","219750","지티지웰니스",6230,30,0.48,NA,NA,1181,5.28,0,0
"1798","088790","진도",5210,300,6.11,NA,NA,8030,0.65,100,1.92
"1799","018120","진로발효",30800,0,0,1961,15.71,11835,2.6,1350,4.38
"1800","109820","진매트릭스",10650,0,0,NA,NA,826,12.89,0,0
"1801","086060","진바이오텍",6270,130,2.12,98,63.98,5450,1.15,30,0.48
"1802","036890","진성티이씨",14050,750,5.64,1102,12.75,6213,2.26,200,1.42
"1803","003780","진양산업",8970,-170,-1.86,525,17.09,3159,2.84,200,2.23
"1804","007370","진양제약",6190,100,1.64,147,42.11,3639,1.7,100,1.62
"1805","010640","진양폴리",4510,250,5.87,755,5.97,2658,1.7,100,2.22
"1806","100250","진양홀딩스",3050,65,2.18,276,11.05,5507,0.55,170,5.57
"1807","051630","진양화학",6200,640,11.51,NA,NA,2221,2.79,0,0
"1808","272450","진에어",20600,-600,-2.83,NA,NA,5750,3.58,0,0
"1809","011000","진원생명과학",12100,-400,-3.2,NA,NA,898,13.47,0,0
"1810","002780","진흥기업",3920,115,3.02,140,28,664,5.9,0,0
"1811","002787","진흥기업2우B",11950,-50,-0.42,NA,NA,NA,NA,0,0
"1812","002785","진흥기업우B",5800,0,0,NA,NA,NA,NA,0,0
"1813","085660","차바이오텍",19200,-50,-0.26,884,21.72,7187,2.67,0,0
"1814","009310","참엔지니어링",1625,0,0,NA,NA,1002,1.62,0,0
"1815","094850","참좋은여행",11050,-250,-2.21,1714,6.45,6907,1.6,170,1.54
"1816","004650","창해에탄올",12950,50,0.39,2729,4.75,13530,0.96,600,4.63
"1817","311690","천랩",34800,-50,-0.14,NA,NA,8101,4.3,0,0
"1818","278280","천보",157600,1800,1.16,2348,67.12,21034,7.49,300,0.19
"1819","000650","천일고속",64500,100,0.16,506,127.47,35686,1.81,5000,7.75
"1820","096240","청담러닝",22100,1800,8.87,1176,18.79,8569,2.58,1000,4.52
"1821","013720","청보산업",13900,-550,-3.81,38,365.79,2688,5.17,0,0
"1822","066360","체리부로",2195,0,0,NA,NA,3225,0.68,0,0
"1823","033250","체시스",1540,15,0.98,NA,NA,954,1.61,0,0
"1824","047820","초록뱀",2250,30,1.35,99,22.73,874,2.57,0,0
"1825","094360","칩스앤미디어",16550,-50,-0.3,469,35.29,3331,4.97,152,0.92
"1826","016920","카스",2315,75,3.35,140,16.54,1893,1.22,10,0.43
"1827","284620","카이노스메드",3910,-25,-0.64,NA,NA,NA,NA,0,0
"1828","035720","카카오",492000,1500,0.31,NA,NA,60603,8.12,127,0.03
"1829","293490","카카오게임즈",52000,200,0.39,197,263.96,7443,6.99,0,0
"1830","042000","카페24",33000,250,0.76,356,92.7,6203,5.32,0,0
"1831","006380","카프로",3715,40,1.09,NA,NA,4613,0.81,0,0
"1832","317530","캐리소프트",5710,50,0.88,NA,NA,2625,2.18,0,0
"1833","071850","캐스텍코리아",3170,-35,-1.09,NA,NA,7346,0.43,0,0
"1834","180400","캔서롭",7740,0,0,NA,NA,1066,7.26,0,0
"1835","050110","캠시스",2610,-10,-0.38,31,84.19,1566,1.67,0,0
"1836","109070","컨버즈",4100,0,0,NA,NA,1010,4.06,0,0
"1837","078340","컴투스",159300,1500,0.95,9160,17.39,71478,2.23,1400,0.88
"1838","307930","컴퍼니케이",11450,200,1.78,604,18.96,3280,3.49,160,1.4
"1839","263700","케어랩스",10200,-800,-7.27,47,217.02,4905,2.08,0,0
"1840","214370","케어젠",67700,-100,-0.15,2814,24.06,20200,3.35,2800,4.14
"1841","221980","케이디켐",14500,-100,-0.68,1917,7.56,19151,0.76,500,3.45
"1842","043290","케이맥",2870,35,1.23,NA,NA,1236,2.32,0,0
"1843","317030","케이비17호스팩",2080,0,0,NA,NA,NA,NA,0,0
"1844","001620","케이비아이동국실업",882,-4,-0.45,NA,NA,2665,0.33,0,0
"1845","323940","케이비제18호스팩",2050,-10,-0.49,NA,NA,NA,NA,0,0
"1846","330990","케이비제19호스팩",2085,5,0.24,NA,NA,NA,NA,0,0
"1847","342550","케이비제20호스팩",2055,0,0,NA,NA,NA,NA,0,0
"1848","192250","케이사인",2105,30,1.45,56,37.59,841,2.5,0,0
"1849","029460","케이씨",27000,150,0.56,4054,6.66,33184,0.81,250,0.93
"1850","344820","케이씨씨글라스",47650,2200,4.84,NA,NA,NA,NA,0,0
"1851","115500","케이씨에스",8550,-10,-0.12,236,36.23,1724,4.96,220,2.57
"1852","281820","케이씨텍",27550,150,0.55,1859,14.82,14541,1.89,200,0.73
"1853","089150","케이씨티",8920,-90,-1,50,178.4,2151,4.15,60,0.67
"1854","025880","케이씨피드",4160,115,2.84,NA,NA,3124,1.33,15,0.36
"1855","093320","케이아이엔엑스",76600,2300,3.1,3291,23.28,16719,4.58,500,0.65
"1856","073010","케이에스피",1625,0,0,46,35.33,629,2.58,0,0
"1857","105330","케이엔더블유",7660,10,0.13,NA,NA,4847,1.58,0,0
"1858","272110","케이엔제이",12700,550,4.53,863,14.72,4267,2.98,0,0
"1859","039420","케이엘넷",3440,-5,-0.15,166,20.72,1501,2.29,60,1.74
"1860","083550","케이엠",10850,-250,-2.25,666,16.29,7816,1.39,50,0.46
"1861","032500","케이엠더블유",66100,900,1.38,2654,24.91,5444,12.14,0,0
"1862","225430","케이엠제약",2605,-15,-0.57,NA,NA,1077,2.42,0,0
"1863","064820","케이프",5340,20,0.38,260,20.54,5801,0.92,0,0
"1864","347140","케이프이에스제4호",2055,0,0,NA,NA,NA,NA,0,0
"1865","256940","케이피에스",15450,-200,-1.28,NA,NA,2357,6.55,0,0
"1866","024880","케이피에프",4260,55,1.31,480,8.88,9274,0.46,160,3.76
"1867","042040","케이피엠테크",2740,-115,-4.03,NA,NA,1132,2.42,0,0
"1868","054410","케이피티유",8810,500,6.02,NA,NA,6500,1.36,0,0
"1869","274090","켄코아에어로스페이스",14350,-450,-3.04,NA,NA,3679,3.9,0,0
"1870","217600","켐온",3515,-25,-0.71,32,109.84,581,6.05,0,0
"1871","089010","켐트로닉스",26900,100,0.37,1235,21.78,6618,4.06,300,1.12
"1872","220260","켐트로스",6160,-30,-0.48,11,560,1692,3.64,0,0
"1873","052400","코나아이",37550,-50,-0.13,NA,NA,5557,6.76,0,0
"1874","033110","코너스톤네트웍스",204,0,0,NA,NA,288,0.71,0,0
"1875","094860","코닉글로리",2240,-25,-1.1,NA,NA,214,10.47,0,0
"1876","046070","코다코",1200,20,1.69,NA,NA,752,1.6,0,0
"1877","047770","코데즈컴바인",2475,-15,-0.6,181,13.67,1099,2.25,0,0
"1878","078940","코드네이처",2430,-65,-2.61,NA,NA,695,3.5,0,0
"1879","080530","코디",2025,-30,-1.46,NA,NA,1852,1.09,0,0
"1880","224060","코디엠",330,-12,-3.51,41,8.05,448,0.74,0,0
"1881","078650","코렌",971,-14,-1.42,NA,NA,1030,0.94,0,0
"1882","104540","코렌텍",18600,200,1.09,246,75.61,2671,6.96,0,0
"1883","027050","코리아나",4770,-50,-1.04,19,251.05,1953,2.44,0,0
"1884","290510","코리아센터",8470,30,0.36,101,83.86,2528,3.35,0,0
"1885","007815","코리아써우",6030,-30,-0.5,NA,NA,NA,NA,0,0
"1886","007810","코리아써키트",12750,250,2,25,510,12169,1.05,0,0
"1887","00781K","코리아써키트2우B",6500,0,0,NA,NA,NA,NA,0,0
"1888","190650","코리아에셋투자증권",8440,-30,-0.35,1207,6.99,10902,0.77,300,3.55
"1889","101670","코리아에스이",1290,30,2.38,NA,NA,1600,0.81,0,0
"1890","123410","코리아에프티",3225,15,0.47,206,15.66,4293,0.75,60,1.86
"1891","003690","코리안리",8350,-110,-1.3,1550,5.39,20404,0.41,500,5.99
"1892","036690","코맥스",5710,410,7.74,255,22.39,4539,1.26,50,0.88
"1893","049430","코메론",9250,50,0.54,1660,5.57,15526,0.6,200,2.16
"1894","183300","코미코",69900,4300,6.55,2515,27.79,13185,5.3,400,0.57
"1895","041960","코미팜",10300,-100,-0.96,NA,NA,1146,8.99,0,0
"1896","089890","코세스",7960,-70,-0.87,383,20.78,1608,4.95,0,0
"1897","009730","코센",905,0,0,NA,NA,230,3.93,0,0
"1898","082660","코스나인",1445,-30,-2.03,NA,NA,629,2.3,0,0
"1899","192820","코스맥스",122500,500,0.41,3168,38.67,34178,3.58,900,0.73
"1900","044820","코스맥스비티아이",16000,450,2.89,42,380.95,30613,0.52,250,1.56
"1901","222040","코스맥스엔비티",8100,-80,-0.98,NA,NA,3413,2.37,0,0
"1902","241710","코스메카코리아",15950,650,4.25,456,34.98,11958,1.33,0,0
"1903","005070","코스모신소재",18400,-100,-0.54,NA,NA,5026,3.66,0,0
"1904","005420","코스모화학",10800,150,1.41,NA,NA,5351,2.02,0,0
"1905","069110","코스온",2630,0,0,NA,NA,4765,0.55,0,0
"1906","071950","코아스",1175,5,0.43,70,16.79,811,1.45,0,0
"1907","166480","코아스템",16650,-100,-0.6,NA,NA,3671,4.54,0,0
"1908","045970","코아시아",11850,50,0.42,303,39.11,4597,2.58,60,0.51
"1909","196450","코아시아옵틱스",2055,0,0,230,8.93,2780,0.74,0,0
"1910","029960","코엔텍",8780,-30,-0.34,485,18.1,3056,2.87,540,6.15
"1911","002020","코오롱",23150,750,3.35,NA,NA,43841,0.53,500,2.16
"1912","003070","코오롱글로벌",19800,-100,-0.5,1922,10.3,18259,1.08,350,1.77
"1913","003075","코오롱글로벌우",25000,300,1.21,NA,NA,NA,NA,400,1.6
"1914","144620","코오롱머티리얼",3100,-10,-0.32,NA,NA,1028,3.02,0,0
"1915","102940","코오롱생명과학",20450,500,2.51,NA,NA,8852,2.31,0,0
"1916","002025","코오롱우",13950,350,2.57,NA,NA,NA,NA,550,3.94
"1917","120110","코오롱인더",61000,3300,5.72,1087,56.12,67767,0.9,900,1.48
"1918","120115","코오롱인더우",26950,850,3.26,NA,NA,NA,NA,950,3.53
"1919","138490","코오롱플라스틱",6380,-50,-0.78,143,44.62,5200,1.23,70,1.1
"1920","021240","코웨이",65100,1000,1.56,4611,14.12,14611,4.46,2400,3.69
"1921","033290","코웰패션",6180,20,0.32,584,10.58,2695,2.29,100,1.62
"1922","056360","코위버",9150,-120,-1.29,2208,4.14,12111,0.76,200,2.19
"1923","282880","코윈테크",23750,0,0,2118,11.21,10940,2.17,470,1.98
"1924","121850","코이즈",6740,-360,-5.07,NA,NA,1245,5.41,0,0
"1925","015710","코콤",6960,100,1.46,495,14.06,6725,1.03,160,2.3
"1926","052330","코텍",10400,-150,-1.42,2069,5.03,20412,0.51,400,3.85
"1927","322780","코퍼스코리아",2540,365,16.78,NA,NA,NA,NA,0,0
"1928","126600","코프라",5890,190,3.33,424,13.89,5167,1.14,70,1.19
"1929","200130","콜마비앤에이치",57100,1100,1.96,1844,30.97,8544,6.68,250,0.44
"1930","031820","콤텍시스템",1480,15,1.02,20,74,1398,1.06,0,0
"1931","192400","쿠쿠홀딩스",125000,-2000,-1.57,12779,9.78,94719,1.32,3000,2.4
"1932","284740","쿠쿠홈시스",44050,1350,3.16,2892,15.23,19326,2.28,560,1.27
"1933","317690","퀀타매트릭스",16700,200,1.21,NA,NA,2372,7.04,0,0
"1934","060280","큐렉소",8060,180,2.28,NA,NA,1318,6.12,0,0
"1935","015590","큐로",624,10,1.63,17,36.71,451,1.38,0,0
"1936","040350","큐로컴",1310,-50,-3.68,NA,NA,430,3.05,0,0
"1937","051780","큐로홀딩스",547,-3,-0.55,NA,NA,276,1.98,0,0
"1938","115180","큐리언트",33800,-450,-1.31,NA,NA,1786,18.92,0,0
"1939","043090","큐브앤컴퍼니",2065,65,3.25,NA,NA,731,2.82,0,0
"1940","182360","큐브엔터",4005,55,1.39,37,108.24,663,6.04,0,0
"1941","066310","큐에스아이",16650,350,2.15,137,121.53,6583,2.53,50,0.3
"1942","016600","큐캐피탈",623,-2,-0.32,37,16.84,798,0.78,0,0
"1943","264900","크라운제과",9930,-30,-0.3,1425,6.97,10682,0.93,250,2.52
"1944","26490K","크라운제과우",10300,150,1.48,NA,NA,NA,NA,252,2.45
"1945","005740","크라운해태홀딩스",9430,-130,-1.36,NA,NA,17087,0.55,100,1.06
"1946","005745","크라운해태홀딩스우",13350,-450,-3.26,NA,NA,NA,NA,105,0.79
"1947","043590","크로바하이텍",1865,0,0,NA,NA,861,2.17,0,0
"1948","114120","크루셜텍",1100,-5,-0.45,NA,NA,3562,0.31,0,0
"1949","110790","크리스에프앤씨",32000,-150,-0.47,2140,14.95,18523,1.73,400,1.25
"1950","083790","크리스탈지노믹스",15650,650,4.33,NA,NA,3538,4.42,0,0
"1951","045520","크린앤사이언스",27650,100,0.36,1314,21.04,6496,4.26,300,1.08
"1952","036170","클라우드에어",1315,5,0.38,NA,NA,2258,0.58,0,0
"1953","214150","클래시스",14450,50,0.35,534,27.06,1366,10.58,46,0.32
"1954","352770","클리노믹스",12900,-150,-1.15,NA,NA,452,28.54,0,0
"1955","237880","클리오",18450,-300,-1.6,177,104.24,8563,2.15,220,1.19
"1956","139670","키네마스터",53500,2100,4.09,5,10700,927,57.71,0,0
"1957","020120","키다리스튜디오",13150,0,0,139,94.6,1213,10.84,0,0
