"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"205","002350","넥센타이어","KOSPI","화학",7500,0,0,732509077500
"206","002355","넥센타이어1우B","KOSPI","화학",2940,-10,-0.34,1.911e+10
"207","003580","넥스트사이언스","KOSPI","광업",5750,-820,-12.48,189383029250
"208","251270","넷마블","KOSPI","서비스업",124000,-1500,-1.2,10656589016000
"209","090350","노루페인트","KOSPI","화학",9600,240,2.56,1.92e+11
"210","090355","노루페인트우","KOSPI","화학",11950,0,0,5534355700
"211","000320","노루홀딩스","KOSPI","기타금융",12000,0,0,159493812000
"212","000325","노루홀딩스우","KOSPI","기타금융",16250,400,2.52,3010312500
"213","006280","녹십자","KOSPI","의약품",365000,-4500,-1.22,4265586370000
"214","005250","녹십자홀딩스","KOSPI","서비스업",36650,950,2.66,1723583896500
"215","005257","녹십자홀딩스2우","KOSPI","서비스업",91000,6000,7.06,76985090000
"216","004370","농심","KOSPI","음식료품",283000,-1500,-0.53,1721387686000
"217","072710","농심홀딩스","KOSPI","기타금융",74500,-200,-0.27,345515355000
"218","058730","다스코","KOSPI","기계",4995,20,0.4,7.6923e+10
"219","023590","다우기술","KOSPI","서비스업",25950,450,1.76,1164288711150
"220","019680","대교","KOSPI","서비스업",4000,-35,-0.87,338811400000
"221","019685","대교우B","KOSPI","서비스업",2650,-15,-0.56,51481523500
"222","006370","대구백화점","KOSPI","유통업",10000,-100,-0.99,108216110000
"223","008060","대덕","KOSPI","기타금융",6810,-20,-0.29,230791921500
"224","00806K","대덕1우","KOSPI","기타금융",7870,-40,-0.51,9541249590
"225","353200","대덕전자","KOSPI","전기전자",14100,50,0.36,696778642500
"226","35320K","대덕전자1우","KOSPI","전기전자",8980,-60,-0.66,18817760620
"227","000490","대동공업","KOSPI","기계",8800,30,0.34,208808248000
"228","008110","대동전자","KOSPI","전기전자",5660,60,1.07,59375930020
"229","005750","대림B&Co","KOSPI","비금속광물",5860,20,0.34,97699326400
"230","001880","대림건설","KOSPI","건설업",33450,300,0.9,737682349800
"231","006570","대림통상","KOSPI","기계",3905,10,0.26,59453625000
"232","001680","대상","KOSPI","음식료품",25000,0,0,866200625000
"233","001685","대상우","KOSPI","음식료품",17150,150,0.88,23499324450
"234","084690","대상홀딩스","KOSPI","기타금융",9750,-100,-1.02,353072245500
"235","084695","대상홀딩스우","KOSPI","기타금융",8160,-10,-0.12,7454013120
"236","128820","대성산업","KOSPI","유통업",4030,20,0.5,182298976340
"237","117580","대성에너지","KOSPI","전기가스업",5410,60,1.12,1.48775e+11
"238","016710","대성홀딩스","KOSPI","서비스업",28600,50,0.18,460158527400
"239","003540","대신증권","KOSPI","증권",15400,-50,-0.32,781910360000
"240","003547","대신증권2우B","KOSPI","증권",12050,100,0.84,1.205e+11
"241","003545","대신증권우","KOSPI","증권",12550,100,0.8,3.263e+11
"242","009190","대양금속","KOSPI","철강금속",3850,0,0,113828865150
"243","014160","대영포장","KOSPI","종이목재",2895,-120,-3.98,313802219355
"244","047040","대우건설","KOSPI","건설업",6270,-240,-3.69,2605953940260
"245","009320","대우부품","KOSPI","운수장비",2635,5,0.19,125548198125
"246","042660","대우조선해양","KOSPI","운수장비",26550,350,1.34,2848567261950
"247","003090","대웅","KOSPI","기타금융",32850,-50,-0.15,1909964043000
"248","069620","대웅제약","KOSPI","의약품",129500,2500,1.97,1500461462500
"249","000430","대원강업","KOSPI","운수장비",4320,-160,-3.57,2.6784e+11
"250","006340","대원전선","KOSPI","전기전자",1550,20,1.31,110076298850
"251","006345","대원전선우","KOSPI","전기전자",2515,10,0.4,6592318000
"252","003220","대원제약","KOSPI","의약품",16500,250,1.54,350209579500
"253","024890","대원화성","KOSPI","화학",2855,185,6.93,117766328960
"254","002880","대유에이텍","KOSPI","운수장비",1105,-15,-1.34,118142165635
"255","000300","대유플러스","KOSPI","전기전자",777,-30,-3.72,92428133679
"256","012800","대창","KOSPI","철강금속",1845,5,0.27,168154220655
"257","015230","대창단조","KOSPI","운수장비",7090,10,0.14,101288555350
"258","001070","대한방직","KOSPI","섬유의복",41350,100,0.24,2.19155e+11
"259","006650","대한유화","KOSPI","화학",322500,-500,-0.15,2.09625e+12
"260","001440","대한전선","KOSPI","전기전자",1010,0,0,865037739090
"261","084010","대한제강","KOSPI","철강금속",14200,-300,-2.07,349983622800
"262","001790","대한제당","KOSPI","음식료품",25000,-850,-3.29,224241450000
"263","001795","대한제당우","KOSPI","음식료품",20350,250,1.24,13192416600
"264","001130","대한제분","KOSPI","음식료품",144000,2000,1.41,2.4336e+11
"265","003490","대한항공","KOSPI","운수창고업",26750,-550,-2.01,9304207068750
"266","003495","대한항공우","KOSPI","운수창고업",39100,200,0.51,43432045400
"267","005880","대한해운","KOSPI","운수창고업",3585,5,0.14,875711857650
"268","003830","대한화섬","KOSPI","화학",135500,-1000,-0.73,1.79944e+11
"269","016090","대현","KOSPI","섬유의복",2125,-5,-0.23,94099908750
"270","069460","대호에이엘","KOSPI","철강금속",2470,-110,-4.26,67023052330
"271","192080","더블유게임즈","KOSPI","서비스업",63700,-100,-0.16,1170455777400
"272","012510","더존비즈온","KOSPI","서비스업",100500,0,0,3043188742500
"273","004830","덕성","KOSPI","화학",13350,1750,15.09,2.09328e+11
"274","004835","덕성우","KOSPI","화학",18500,1400,8.19,2.5752e+10
"275","024900","덕양산업","KOSPI","운수장비",2775,-55,-1.94,90367819500
"276","145720","덴티움","KOSPI","의료정밀",63900,2000,3.23,707298237000
"277","002150","도화엔지니어링","KOSPI","서비스업",8150,20,0.25,2.74818e+11
"278","001230","동국제강","KOSPI","철강금속",11050,-350,-3.07,1054531743850
"279","023450","동남합성","KOSPI","화학",54300,3600,7.1,1.96023e+11
"280","004140","동방","KOSPI","운수창고업",6770,-330,-4.65,270608855820
"281","007590","동방아그로","KOSPI","화학",6800,20,0.29,92599523600
"282","005960","동부건설","KOSPI","건설업",12800,50,0.39,290642009600
"283","005965","동부건설우","KOSPI","건설업",22350,250,1.13,5045110200
"284","026960","동서","KOSPI","유통업",35300,-450,-1.26,3.51941e+12
"285","002210","동성제약","KOSPI","의약품",12250,-200,-1.61,319736882500
"286","102260","동성코퍼레이션","KOSPI","서비스업",5400,50,0.93,237562264800
"287","005190","동성화학","KOSPI","화학",17050,0,0,90971366200
"288","000640","동아쏘시오홀딩스","KOSPI","기타금융",109500,4000,3.79,674010387000
"289","170900","동아에스티","KOSPI","의약품",83600,1300,1.58,705907364800
"290","028100","동아지질","KOSPI","건설업",17300,1050,6.46,1.9895e+11
"291","282690","동아타이어","KOSPI","화학",11200,50,0.45,153809768000
"292","001520","동양","KOSPI","비금속광물",1360,40,3.03,324610325680
"293","001527","동양2우B","KOSPI","비금속광물",11850,50,0.42,3656542650
"294","001529","동양3우B","KOSPI","비금속광물",23900,-100,-0.42,2144355800
"295","084670","동양고속","KOSPI","운수창고업",23950,-100,-0.42,69348877550
"296","002900","동양물산","KOSPI","기계",1630,65,4.15,223110430950
"297","082640","동양생명","KOSPI","보험",4045,-15,-0.37,652695476325
"298","001525","동양우","KOSPI","비금속광물",6430,10,0.16,3972010330
"299","008970","동양철관","KOSPI","철강금속",1270,-5,-0.39,150984318300
"300","092780","동양피스톤","KOSPI","운수장비",5690,-10,-0.18,74928537400
"301","049770","동원F&B","KOSPI","음식료품",191000,-1000,-0.52,737092684000
"302","018500","동원금속","KOSPI","운수장비",1200,20,1.69,56105919600
"303","006040","동원산업","KOSPI","농업, 임업 및 어업",263000,-3000,-1.13,967219583000
"304","030720","동원수산","KOSPI","농업, 임업 및 어업",8870,80,0.91,41279250350
"305","014820","동원시스템즈","KOSPI","화학",53400,4950,10.22,1368028487400
"306","014825","동원시스템즈우","KOSPI","화학",33300,1200,3.74,8836421400
"307","163560","동일고무벨트","KOSPI","화학",8620,-50,-0.58,1.17663e+11
"308","004890","동일산업","KOSPI","철강금속",78500,0,0,190379377500
"309","002690","동일제강","KOSPI","철강금속",3490,145,4.33,5.235e+10
"310","000020","동화약품","KOSPI","의약품",14300,-350,-2.39,399420021000
"311","000150","두산","KOSPI","서비스업",47700,0,0,788186929500
"312","000157","두산2우B","KOSPI","서비스업",56500,-700,-1.22,50456647000
"313","241560","두산밥캣","KOSPI","기계",35900,0,0,3598945059400
"314","000155","두산우","KOSPI","서비스업",39000,200,0.52,155862018000
"315","042670","두산인프라코어","KOSPI","기계",9550,240,2.58,2068183850700
"316","034020","두산중공업","KOSPI","기계",12050,250,2.12,4514381019450
"317","336260","두산퓨얼셀","KOSPI","전기전자",48600,-150,-0.31,3182995083600
"318","33626K","두산퓨얼셀1우","KOSPI","전기전자",15000,-250,-1.64,2.00463e+11
"319","33626L","두산퓨얼셀2우B","KOSPI","전기전자",18050,-350,-1.9,53902715000
"320","016740","두올","KOSPI","운수장비",5010,65,1.31,135604066800
"321","192650","드림텍","KOSPI","전기전자",9520,30,0.32,627504878560
"322","024090","디씨엠","KOSPI","철강금속",16100,400,2.55,1.8837e+11
"323","003160","디아이","KOSPI","의료정밀",6750,10,0.15,212603298750
"324","092200","디아이씨","KOSPI","운수장비",3100,-55,-1.74,120554563900
"325","013570","디와이","KOSPI","기타금융",5660,-10,-0.18,148969122780
"326","210540","디와이파워","KOSPI","기계",18500,1100,6.32,204271598000
"327","007340","디티알오토모티브","KOSPI","전기전자",30400,-350,-1.14,303817752000
"328","026890","디피씨","KOSPI","전기전자",11950,-100,-0.83,498054191250
"329","115390","락앤락","KOSPI","화학",14550,-300,-2.02,771261132900
"330","032350","롯데관광개발","KOSPI","서비스업",20200,850,4.39,1399368372400
"331","330590","롯데리츠","KOSPI","서비스업",5030,-60,-1.18,865003486520
"332","000400","롯데손해보험","KOSPI","보험",1760,-5,-0.28,546191923200
"333","023530","롯데쇼핑","KOSPI","유통업",121000,-1500,-1.22,3422939355000
"334","004000","롯데정밀화학","KOSPI","화학",56400,-800,-1.4,1.45512e+12
"335","286940","롯데정보통신","KOSPI","서비스업",38000,0,0,585060578000
"336","280360","롯데제과","KOSPI","음식료품",126000,1000,0.8,808506342000
"337","004990","롯데지주","KOSPI","기타금융",32700,-400,-1.21,3430532049900
"338","00499K","롯데지주우","KOSPI","기타금융",58000,-100,-0.17,57282134000
"339","005300","롯데칠성","KOSPI","음식료품",123000,500,0.41,1103940129000
"340","005305","롯데칠성우","KOSPI","음식료품",61800,-100,-0.16,47914158000
"341","011170","롯데케미칼","KOSPI","화학",303500,-6500,-2.1,10402589666500
"342","002270","롯데푸드","KOSPI","음식료품",368500,-1000,-0.27,417094095000
"343","071840","롯데하이마트","KOSPI","유통업",37750,550,1.48,891191128000
"344","027740","마니커","KOSPI","음식료품",712,2,0.28,141312486928
"345","204320","만도","KOSPI","운수장비",66800,-3300,-4.71,3136735616000
"346","001080","만호제강","KOSPI","철강금속",19250,-50,-0.26,79887500000
"347","088980","맥쿼리인프라","KOSPI","기타금융",11300,50,0.44,4205775080500
"348","094800","맵스리얼티1","KOSPI","기타금융",4220,-5,-0.12,391760876820
"349","138040","메리츠금융지주","KOSPI","기타금융",14850,50,0.34,1990067715900
"350","008560","메리츠증권","KOSPI","증권",4360,-95,-2.13,2947193129720
"351","000060","메리츠화재","KOSPI","보험",17800,-250,-1.39,2.147125e+12
"352","090370","메타랩스","KOSPI","섬유의복",1200,10,0.84,76427924400
"353","017180","명문제약","KOSPI","의약품",5460,-70,-1.27,185385858840
"354","009900","명신산업","KOSPI","운수장비",25050,-100,-0.4,1021516956000
"355","012690","모나리자","KOSPI","종이목재",5050,20,0.4,184684837750
"356","005360","모나미","KOSPI","유통업",5160,-70,-1.34,97510104120
"357","204210","모두투어리츠","KOSPI","서비스업",3275,15,0.46,25632819125
"358","009680","모토닉","KOSPI","운수장비",12350,-200,-1.59,4.0755e+11
"359","009580","무림P&P","KOSPI","종이목재",4905,-25,-0.51,305916629220
"360","009200","무림페이퍼","KOSPI","종이목재",2890,25,0.87,120250905900
"361","033920","무학","KOSPI","음식료품",6900,-20,-0.29,1.9665e+11
"362","008420","문배철강","KOSPI","철강금속",3700,0,0,75862968500
"363","025560","미래산업","KOSPI","의료정밀",3275,15,0.46,61121092475
"364","007120","미래아이앤지","KOSPI","서비스업",538,-1,-0.19,69662471624
"365","006800","미래에셋대우","KOSPI","증권",9590,0,0,6092684352720
"366","00680K","미래에셋대우2우B","KOSPI","증권",4310,-30,-0.69,6.034e+11
"367","006805","미래에셋대우우","KOSPI","증권",4805,-15,-0.31,67633978750
"368","357250","미래에셋맵스리츠","KOSPI","서비스업",4885,5,0.1,98188500000
"369","085620","미래에셋생명","KOSPI","보험",4175,-15,-0.36,739042589075
"370","002840","미원상사","KOSPI","화학",208000,12500,6.39,1.03376e+12
"371","268280","미원에스씨","KOSPI","화학",182500,1500,0.83,9.3075e+11
"372","107590","미원홀딩스","KOSPI","기타금융",119500,10000,9.13,2.7724e+11
"373","134380","미원화학","KOSPI","화학",75400,3200,4.43,165824807200
"374","003650","미창석유","KOSPI","화학",74300,2800,3.92,129257629600
"375","155900","바다로19호","KOSPI","서비스업",2545,15,0.59,38684010180
"376","003610","방림","KOSPI","섬유의복",2255,-15,-0.66,95418272950
"377","001340","백광산업","KOSPI","화학",4855,390,8.73,218078865985
"378","035150","백산","KOSPI","화학",9870,1600,19.35,2.38854e+11
"379","002410","범양건영","KOSPI","건설업",4095,-80,-1.92,101686966290
"380","096300","베트남개발1","KOSPI","기타금융",230,1,0.44,31666448530
"381","007210","벽산","KOSPI","비금속광물",2560,90,3.64,175513600000
"382","002760","보락","KOSPI","화학",2225,10,0.45,133277500000
"383","003850","보령제약","KOSPI","의약품",22000,-250,-1.12,1.14664e+12
"384","000890","보해양조","KOSPI","음식료품",1040,40,4,132547347920
"385","003000","부광약품","KOSPI","의약품",24050,100,0.42,1559353370900
"386","001270","부국증권","KOSPI","증권",22400,100,0.45,232285446400
"387","001275","부국증권우","KOSPI","증권",19900,50,0.25,5.97e+10
"388","026940","부국철강","KOSPI","철강금속",4020,10,0.25,8.04e+10
"389","015350","부산가스","KOSPI","전기가스업",56100,-600,-1.06,6.171e+11
"390","011390","부산산업","KOSPI","비금속광물",125000,3500,2.88,1.32e+11
"391","005030","부산주공","KOSPI","운수장비",620,-4,-0.64,35246700540
"392","002070","비비안","KOSPI","섬유의복",3370,120,3.69,90099949300
"393","100220","비상교육","KOSPI","서비스업",6690,60,0.9,86948197290
"394","030790","비케이탑스","KOSPI","서비스업",12900,550,4.45,169349252100
"395","352820","빅히트","KOSPI","서비스업",219000,-3000,-1.35,7801603440000
"396","005180","빙그레","KOSPI","음식료품",59300,-900,-1.5,584178591300
"397","003960","사조대림","KOSPI","음식료품",18000,0,0,164960406000
"398","008040","사조동아원","KOSPI","음식료품",1305,-35,-2.61,184193703000
"399","007160","사조산업","KOSPI","농업, 임업 및 어업",51900,-200,-0.38,2.595e+11
"400","014710","사조씨푸드","KOSPI","음식료품",6030,350,6.16,103827814290
"401","006090","사조오양","KOSPI","음식료품",10700,0,0,100823307300
"402","001470","삼부토건","KOSPI","건설업",3470,-40,-1.14,477285896960
"403","006400","삼성SDI","KOSPI","전기전자",635000,11000,1.76,43665476550000
"404","006405","삼성SDI우","KOSPI","전기전자",441000,-2000,-0.45,713492136000
"405","006660","삼성공조","KOSPI","운수장비",9230,20,0.22,75005878220
"406","028260","삼성물산","KOSPI","유통업",118500,-1500,-1.25,22146119098500
"407","02826K","삼성물산우B","KOSPI","유통업",113500,-500,-0.44,184712737500
"408","207940","삼성바이오로직스","KOSPI","의약품",716000,3000,0.42,4.737414e+13
"409","032830","삼성생명","KOSPI","보험",75200,-1000,-1.31,1.504e+13
"410","018260","삼성에스디에스","KOSPI","서비스업",184500,-1000,-0.54,14276204100000
"411","028050","삼성엔지니어링","KOSPI","서비스업",13300,-200,-1.48,2.6068e+12
"412","009150","삼성전기","KOSPI","전기전자",186500,1500,0.81,13930374304000
"413","009155","삼성전기우","KOSPI","전기전자",112500,500,0.45,327035700000
"414","005930","삼성전자","KOSPI","전기전자",81000,-800,-0.98,483552386550000
"415","005935","삼성전자우","KOSPI","전기전자",72900,-400,-0.55,59988440430000
"416","001360","삼성제약","KOSPI","의약품",6200,-110,-1.74,414453675400
"417","010140","삼성중공업","KOSPI","운수장비",6840,380,5.88,4.3092e+12
"418","010145","삼성중공우","KOSPI","운수장비",388000,89500,29.98,44559860000
"419","016360","삼성증권","KOSPI","증권",38500,200,0.52,3.43805e+12
"420","068290","삼성출판사","KOSPI","서비스업",46400,-1350,-2.83,4.64e+11
"421","029780","삼성카드","KOSPI","기타금융",33600,-400,-1.18,3892858737600
"422","000810","삼성화재","KOSPI","보험",184000,-1000,-0.54,8716970008000
"423","000815","삼성화재우","KOSPI","보험",142500,500,0.35,4.5486e+11
"424","006110","삼아알미늄","KOSPI","철강금속",9850,50,0.51,1.0835e+11
"425","145990","삼양사","KOSPI","음식료품",57700,-1000,-1.7,595086007300
"426","145995","삼양사우","KOSPI","음식료품",40300,-450,-1.1,14913821000
"427","003230","삼양식품","KOSPI","음식료품",90600,-600,-0.66,682491159000
"428","002170","삼양통상","KOSPI","기타제조업",67500,100,0.15,2.025e+11
"429","272550","삼양패키징","KOSPI","화학",24500,100,0.41,348140198000
"430","000070","삼양홀딩스","KOSPI","기타금융",91500,-100,-0.11,783630796500
"431","000075","삼양홀딩스우","KOSPI","기타금융",58800,-500,-0.84,17878610400
"432","002810","삼영무역","KOSPI","유통업",14550,-50,-0.34,268694093400
"433","005680","삼영전자","KOSPI","전기전자",11150,300,2.76,2.23e+11
"434","003720","삼영화학","KOSPI","화학",2695,75,2.86,9.163e+10
"435","023000","삼원강재","KOSPI","운수장비",3530,-20,-0.56,1.412e+11
"436","004380","삼익THK","KOSPI","기계",12650,-100,-0.78,2.6565e+11
"437","002450","삼익악기","KOSPI","기타제조업",1590,-10,-0.63,143944154850
"438","004440","삼일씨엔에스","KOSPI","비금속광물",15150,2300,17.9,192888997050
"439","000520","삼일제약","KOSPI","의약품",20200,0,0,135236899200
"440","009770","삼정펄프","KOSPI","종이목재",29300,-100,-0.34,73249150300
"441","005500","삼진제약","KOSPI","의약품",24200,300,1.26,3.3638e+11
"442","004690","삼천리","KOSPI","전기가스업",81200,-700,-0.85,329268030000
"443","010960","삼호개발","KOSPI","건설업",4795,120,2.57,1.19875e+11
"444","004450","삼화왕관","KOSPI","기계",37700,50,0.13,81220088300
"445","009470","삼화전기","KOSPI","전기전자",22150,150,0.68,146496113000
"446","011230","삼화전자","KOSPI","전기전자",3780,10,0.27,39531013200
"447","001820","삼화콘덴서","KOSPI","전기전자",66600,-1000,-1.48,6.92307e+11
"448","000390","삼화페인트","KOSPI","화학",12100,-150,-1.22,327234251300
"449","001290","상상인증권","KOSPI","증권",1115,15,1.36,107160907255
"450","041650","상신브레이크","KOSPI","운수장비",4340,-60,-1.36,93186093000
"451","075180","새론오토모티브","KOSPI","운수장비",5930,0,0,1.13856e+11
"452","007540","샘표","KOSPI","기타금융",50000,-500,-0.99,1.4379e+11
"453","248170","샘표식품","KOSPI","음식료품",47050,-550,-1.16,214937856300
"454","007860","서연","KOSPI","기타금융",16250,3050,23.11,381547465000
"455","200880","서연이화","KOSPI","운수장비",9420,540,6.08,254607876540
"456","017390","서울가스","KOSPI","전기가스업",87800,-1000,-1.13,4.39e+11
"457","004410","서울식품","KOSPI","음식료품",430,-12,-2.71,157176551520
"458","004415","서울식품우","KOSPI","음식료품",4990,-30,-0.6,11100255000
"459","021050","서원","KOSPI","철강금속",2535,10,0.4,120348085650
"460","008490","서흥","KOSPI","화학",51000,500,0.99,590024763000
"461","007610","선도전기","KOSPI","전기전자",3380,-5,-0.15,6.084e+10
"462","136490","선진","KOSPI","음식료품",16850,0,0,400686327400
"463","002820","선창산업","KOSPI","종이목재",4320,40,0.93,54466512480
"464","014910","성문전자","KOSPI","전기전자",2070,10,0.49,40337793990
"465","014915","성문전자우","KOSPI","전기전자",8050,40,0.5,4.83e+09
"466","003080","성보화학","KOSPI","화학",5530,180,3.36,110710600000
"467","004980","성신양회","KOSPI","비금속광물",8380,-20,-0.24,205444691740
"468","004985","성신양회우","KOSPI","비금속광물",12400,50,0.4,9121998000
"469","011300","성안","KOSPI","섬유의복",787,0,0,44747135820
"470","000180","성창기업지주","KOSPI","서비스업",2370,10,0.42,165311292000
"471","002420","세기상사","KOSPI","서비스업",61600,0,0,25107667200
"472","004360","세방","KOSPI","운수창고업",13050,-200,-1.51,251978404500
"473","004365","세방우","KOSPI","운수창고업",7040,0,0,25972320000
"474","004490","세방전지","KOSPI","전기전자",78200,-400,-0.51,1.0948e+12
"475","001430","세아베스틸","KOSPI","철강금속",16900,-300,-1.74,606069811100
"476","306200","세아제강","KOSPI","철강금속",86800,-200,-0.23,246190840000
"477","003030","세아제강지주","KOSPI","기타금융",45850,-200,-0.43,189894973450
"478","019440","세아특수강","KOSPI","철강금속",12650,-50,-0.39,108410500000
"479","058650","세아홀딩스","KOSPI","철강금속",77500,300,0.39,3.1e+11
"480","013000","세우글로벌","KOSPI","유통업",2470,0,0,70901426570
"481","091090","세원셀론텍","KOSPI","기계",1760,-25,-1.4,124760076320
"482","021820","세원정공","KOSPI","운수장비",8090,0,0,8.09e+10
"483","067830","세이브존I&C","KOSPI","유통업",3600,60,1.69,147747222000
"484","033530","세종공업","KOSPI","운수장비",8810,-70,-0.79,245102666410
"485","075580","세진중공업","KOSPI","운수장비",5480,210,3.98,311535018880
"486","027970","세하","KOSPI","종이목재",1830,5,0.27,105340284510
"487","145210","세화아이엠씨","KOSPI","기계",615,20,3.36,96928806225
"488","308170","센트랄모텍","KOSPI","운수장비",29950,-300,-0.99,257869500000
"489","012600","센트럴인사이트","KOSPI","기계",3790,-115,-2.94,51505690680
"490","068270","셀트리온","KOSPI","의약품",3e+05,7500,2.56,40508319300000
"491","336370","솔루스첨단소재","KOSPI","전기전자",44900,500,1.13,1373480134200
"492","33637K","솔루스첨단소재1우","KOSPI","전기전자",14900,-50,-0.33,109759360000
"493","33637L","솔루스첨단소재2우B","KOSPI","전기전자",24200,-1000,-3.97,39834410000
"494","248070","솔루엠","KOSPI","전기전자",25500,3050,13.59,1251851584500
"495","004430","송원산업","KOSPI","화학",18800,350,1.9,4.512e+11
"496","017550","수산중공업","KOSPI","기계",3920,85,2.22,211621838960
"497","053210","스카이라이프","KOSPI","서비스업",8640,0,0,413181786240
"498","134790","시디즈","KOSPI","기타제조업",61200,-100,-0.16,1.224e+11
"499","016590","신대양제지","KOSPI","종이목재",78500,5300,7.24,316337887000
"500","029530","신도리코","KOSPI","전기전자",30300,-700,-2.26,305424878700
"501","004970","신라교역","KOSPI","농업, 임업 및 어업",10200,-100,-0.97,1.632e+11
"502","011930","신성이엔지","KOSPI","전기전자",3255,25,0.77,657642345045
"503","005390","신성통상","KOSPI","유통업",1635,50,3.15,234963217650
"504","004170","신세계","KOSPI","유통업",270000,-5000,-1.82,2658198870000
"505","035510","신세계 I&C","KOSPI","서비스업",146000,4500,3.18,2.5112e+11
"506","034300","신세계건설","KOSPI","건설업",47800,-2000,-4.02,1.912e+11
"507","031430","신세계인터내셔날","KOSPI","유통업",209000,3000,1.46,1.49226e+12
"508","031440","신세계푸드","KOSPI","서비스업",74500,1200,1.64,288499760000
"509","006880","신송홀딩스","KOSPI","유통업",4555,155,3.52,53880448190
"510","005800","신영와코루","KOSPI","섬유의복",96500,-100,-0.1,8.685e+10
"511","001720","신영증권","KOSPI","증권",58000,200,0.35,544401746000
"512","001725","신영증권우","KOSPI","증권",58000,0,0,409118254000
"513","009270","신원","KOSPI","섬유의복",1475,-40,-2.64,125437686025
"514","009275","신원우","KOSPI","섬유의복",35000,1550,4.63,3175900000
"515","002700","신일전자","KOSPI","유통업",2305,40,1.77,163764535905
"516","019170","신풍제약","KOSPI","의약품",100500,-4000,-3.83,5324991495000
"517","019175","신풍제약우","KOSPI","의약품",101500,500,0.5,2.233e+11
"518","002870","신풍제지","KOSPI","종이목재",3420,-435,-11.28,119558754000
"519","293940","신한알파리츠","KOSPI","서비스업",7460,20,0.27,390382717580
"520","055550","신한지주","KOSPI","기타금융",35100,-800,-2.23,18132644345400
"521","001770","신화실업","KOSPI","철강금속",23800,50,0.21,28914096400
"522","004080","신흥","KOSPI","유통업",11650,-100,-0.85,1.1184e+11
"523","102280","쌍방울","KOSPI","섬유의복",612,7,1.16,146488091724
"524","003410","쌍용양회","KOSPI","비금속광물",6950,10,0.14,3501824185250
"525","003620","쌍용차","KOSPI","운수장비",2770,0,0,415056805540
"526","004770","써니전자","KOSPI","전기전자",3215,-110,-3.31,112026710365
"527","015540","쎌마테라퓨틱스","KOSPI","서비스업",6830,-380,-5.27,91879482200
"528","004920","씨아이테크","KOSPI","기타제조업",965,25,2.66,24193294980
"529","112610","씨에스윈드","KOSPI","기계",69300,3500,5.32,2922478227900
"530","008700","아남전자","KOSPI","전기전자",3145,-40,-1.26,242557558900
"531","002790","아모레G","KOSPI","화학",62500,-1200,-1.88,5153636250000
"532","00279K","아모레G3우(전환)","KOSPI","화학",40600,-350,-0.85,287943320000
"533","002795","아모레G우","KOSPI","화학",21700,-350,-1.59,139829809000
"534","090430","아모레퍼시픽","KOSPI","화학",256000,4500,1.79,14965373440000
"535","090435","아모레퍼시픽우","KOSPI","화학",82200,100,0.12,867853626000
"536","002030","아세아","KOSPI","서비스업",94400,1000,1.07,206832665600
"537","183190","아세아시멘트","KOSPI","비금속광물",91700,1700,1.89,357245685300
"538","002310","아세아제지","KOSPI","종이목재",45900,1750,3.96,411103441800
"539","267850","아시아나IDT","KOSPI","서비스업",22800,-50,-0.22,2.5308e+11
"540","020560","아시아나항공","KOSPI","운수창고업",15250,-150,-0.97,1134779401000
"541","122900","아이마켓코리아","KOSPI","유통업",8950,-50,-0.56,299188118000
"542","010780","아이에스동서","KOSPI","비금속광물",53900,400,0.75,1665111463400
"543","001780","알루코","KOSPI","철강금속",4700,10,0.21,391074230100
"544","018250","애경산업","KOSPI","화학",24650,-150,-0.6,651004897750
"545","161000","애경유화","KOSPI","화학",10900,50,0.46,3.49236e+11
"546","011090","에넥스","KOSPI","기타제조업",2095,160,8.27,125682487895
"547","005850","에스엘","KOSPI","운수장비",22900,-150,-0.65,1103855043300
"548","012750","에스원","KOSPI","서비스업",81800,-500,-0.61,3108332760400
"549","023960","에쓰씨엔지니어링","KOSPI","건설업",4650,10,0.22,133839029550
"550","298690","에어부산","KOSPI","운수창고업",3800,-60,-1.55,3.11866e+11
"551","140910","에이리츠","KOSPI","서비스업",7540,40,0.53,28597523500
"552","078520","에이블씨엔씨","KOSPI","화학",7520,140,1.9,203291611680
"553","015260","에이엔피","KOSPI","전기전자",1415,55,4.04,30884368735
"554","007460","에이프로젠 KIC","KOSPI","기계",2080,-45,-2.12,382044237120
"555","003060","에이프로젠제약","KOSPI","의약품",1150,-25,-2.13,458362132050
"556","244920","에이플러스에셋","KOSPI","기타금융",7700,410,5.62,174079236100
"557","036570","엔씨소프트","KOSPI","서비스업",936000,5000,0.54,20548964592000
"558","138250","엔에스쇼핑","KOSPI","유통업",11600,-300,-2.52,390873600000
"559","085310","엔케이","KOSPI","기계",1310,10,0.77,104778191120
"560","009810","엔케이물산","KOSPI","유통업",628,15,2.45,49887823880
"561","900140","엘브이엠씨홀딩스","KOSPI","유통업",4090,-20,-0.49,344985729010
"562","014440","영보화학","KOSPI","화학",4110,0,0,8.22e+10
"563","111770","영원무역","KOSPI","유통업",39650,-150,-0.38,1756949706200
"564","009970","영원무역홀딩스","KOSPI","기타금융",40550,-750,-1.82,552923255600
"565","003520","영진약품","KOSPI","의약품",6240,-40,-0.64,1141250641440
"566","000670","영풍","KOSPI","철강금속",573000,-6000,-1.04,1055488920000
